Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
33409,33409,122.22797382647,76.40470954457,1137459935875653120,0.9716,2.191,2.191,0.056,12.264902,0.00278,12.40571,0.002831,11.994727,0.003803,11.873224,0.021021,0.410983,0.140808,0.270175,,7565.3,717.3349,1.3904,11.941267,1.718,1.015,0.56072414,A      
97275,97275,103.45388423781,0.72758134658,3113960317351585664,2.2552,8.337,-8.01,-2.312,8.190734,0.002844,8.310378,0.003624,7.959539,0.004096,7.86803,0.018193,0.350839,0.119644,0.231195,,7493.1,450.3206,5.567,82.80734,2.637,0.502,0.23111469,A      
9723,9723,71.70470092247,53.22773223905,272726991621092864,0.8679,3.19,1.392,-2.87,14.793797,0.002767,15.513201,0.003355,13.954306,0.003879,13.656467,0.07101,1.558895,0.719404,0.839491,,7980.6,1069.2875,1.6878,9.136401,1.643,0.989,0.21009539,A      
55088,55088,300.09516046309,32.26427989773,2034084726000064384,1.0273,7.81,1.151,-7.725,11.090624,0.00279,11.236429,0.002877,10.837511,0.003801,10.729487,0.011845,0.398918,0.145805,0.253113,,7760.5,1078.1313,3.5374,30.78413,2.115,0.825,0.37717295,A      
131167,31167,8.85049215533,54.90082936527,418161043899265280,0.5895,2.913,-1.876,-2.228,12.981912,0.002768,13.130075,0.002821,12.717684,0.003795,,,0.412391,0.148163,0.264228,,11597.4,1934.7236,2.2242,60.27045,2.77,,0.6911083,B      
163822,63822,20.07394128276,61.79731255061,510909793203202048,0.3409,1.784,-1.72,-0.472,14.558593,0.002761,14.923246,0.003042,14.005698,0.00385,,,0.917548,0.364654,0.552895,,10507.1,3167.2883,2.8939,68.09756,2.677,0.278,0.47598207,B      
68886,68886,305.98485881701,53.65879481041,2184869448527740672,0.6408,4.161,-1.204,-3.983,12.007348,0.002762,12.12837,0.002871,11.788663,0.003801,11.662937,0.020973,0.339707,0.121022,0.218685,,8962.6,1524.2112,2.9129,48.123383,2.381,0.528,0.5418794,A      
35534,35534,336.06819571485,20.70207404163,1777795751041960960,1.3031,11.895,11.621,2.54,11.081556,0.002785,11.23998,0.002933,10.808044,0.003805,10.704897,0.029083,0.431936,0.158423,0.273513,,7601.1,751.5757,2.5116,18.542105,1.893,0.998,0.48714605,A      
112703,12703,76.54584716546,42.96545181342,202224755564475008,0.3692,1.278,0.544,-1.156,13.246316,0.002773,13.408687,0.002866,12.954903,0.003806,,,0.453784,0.162371,0.291413,,11428.9,3354.6626,3.5856,110.61615,3.03,0.202,0.497955,B      
117438,17438,78.31482173617,45.34711832571,211682754585759360,0.3188,2.627,1.495,-2.16,13.961573,0.002767,14.175571,0.002932,13.583692,0.003825,,,0.59188,0.213999,0.377881,,9701.4,6642.644,6.2934,325.0197,3.713,0.203,0.36050197,B      
34178,34178,262.036461608,51.59940161989,1415126994581372160,2.185,6.355,6.244,1.186,10.112585,0.002763,10.243801,0.002843,9.86847,0.003787,9.76314,0.005818,0.375331,0.131216,0.244115,,7473.8,464.8926,2.3775,15.232471,1.81,1.086,0.4110007,A      
3259,3259,80.55926666761,38.70281177294,187688185349145984,1.5397,8.238,1.694,-8.062,12.091998,0.002775,12.325191,0.002936,11.710385,0.003804,11.550249,0.019732,0.614805,0.233192,0.381613,,7330.7,681.4188,1.7041,6.588571,1.541,0.845,0.57389826,A      
22270,22270,29.51100623233,57.14869010344,505273524803084160,0.8116,5.833,4.392,-3.838,11.617747,0.002768,11.872267,0.002847,11.206317,0.003793,11.036801,0.01615,0.66595,0.254519,0.41143,,8122.4,1032.6478,3.2466,53.120483,2.395,0.623,0.47130248,A      
64716,64716,314.81932882621,43.49096091467,2162060389048332800,0.8443,3.455,-0.281,-3.444,14.423267,0.002766,15.268567,0.003246,13.504989,0.003896,13.125903,0.047941,1.763578,0.8453,0.918279,,7494.9,977.3853,2.233,23.348686,2.004,0.842,0.15807618,A      
166045,66045,27.8466598365,64.0107786111,512182310415297536,0.2576,1.59,-1.588,-0.089,15.514514,0.00277,15.875459,0.00386,14.930348,0.005018,,,0.94511,0.360945,0.584166,,9632.9,4969.546,3.1163,37.9458,2.325,0.369,0.42913985,B      
172950,72950,17.87910642573,62.61168602916,523064073916273280,0.3742,1.257,-1.054,-0.684,13.737536,0.00276,14.208708,0.002906,13.080537,0.003808,,,1.128171,0.471171,0.657,,12356.1,2426.5103,3.5169,280.5017,3.699,,0.5015538,B      
56602,56602,296.12252909645,34.13277669698,2047080919076446720,1.1974,3.781,3.496,-1.439,9.961833,0.002773,10.038397,0.00282,9.811237,0.00379,9.732951,0.008234,0.22716,0.076564,0.150596,,8441.6,837.2357,3.8568,68.16695,2.541,0.529,0.40746272,A      
84637,84637,109.45047800676,-15.60468341326,3031267933310450560,0.9289,5.499,0.507,5.476,13.202328,0.002793,13.426971,0.003111,12.832748,0.00389,12.678953,0.041122,0.594222,0.224643,0.369579,,7337.7,1040.9785,1.5577,5.8183722,1.499,0.867,0.39272085,A      
100575,575,77.16884251049,30.06323125006,156269606223594240,0.1527,1.04,0.743,-0.728,15.553701,0.002784,15.842257,0.003933,15.090345,0.004459,,,0.751911,0.288555,0.463356,,9786.3,3246.7573,1.6859,22.729965,2.157,,0.5923404,B      
34958,34958,201.42751892627,89.50221562107,1729342335191683328,1.898,7.219,-2.328,6.834,10.689067,0.002764,10.839879,0.002834,10.42327,0.00379,10.306375,0.006462,0.416609,0.150812,0.265797,,8449.2,511.7699,1.96,19.063536,1.96,0.63,0.6091975,A      
124602,24602,69.81663719627,50.80803572707,260372707173379328,0.1956,0.48,-0.03,-0.479,14.144477,0.00277,14.59969,0.00302,13.49402,0.00384,,,1.105671,0.455214,0.650457,,15016.8,6910.9595,7.3705,2497.6104,6.202,,0.51791394,B      
19069,19069,40.29576198747,56.47054982713,454810824468783104,1.1235,8.83,5.939,-6.534,12.423348,0.00276,12.790697,0.002895,11.885391,0.003796,11.652413,0.016398,0.905306,0.367349,0.537957,,7915.9,978.2791,2.6212,24.155457,2.04,0.706,0.5146232,A      
